Area,Price,BHK_Count,Rate per sqft,Status,Property Type,Locality,Builder Name,RERA Approval,,Socity,Company Name,Flat Type
1091,37800000,3,34678,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,ETHOS PRO REALTORS,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1002,34700000,3,34665,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,ETHOS PRO REALTORS,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1795,37600000,3,21000,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1795,37600000,3,21000,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2248,47200000,4,21000,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2248,47200000,4,21000,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1555,32600000,3,21000,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1555,32600000,3,21000,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2510,52700000,4,21000,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2510,52700000,4,21000,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,ETHOS PRO REALTORS,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1469,55000000,4,37465,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,home,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1731,68400000,4,39514,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,Property In Gurgaon,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1731,68400000,4,39514,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,properties for sale in Gurgaon,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1751,65500000,4,37407,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1751,65500000,4,37407,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
968,33600000,3,34746,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
968,33600000,3,34746,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1109,38400000,3,34625,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1109,38400000,3,34625,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1091,37800000,3,34678,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1091,37800000,3,34678,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1002,34700000,3,34665,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
1002,34700000,3,34665,Under Construction,3 BHK Apartment in Godrej Aristocrat,Sector 49,The Assetree,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
2470,45000000,3,18218,Ready to move,3 BHK Apartment in Bestech Park View Spa,Sector 47,The Assetree,Not approved by RERA,, Bestech Park View Spa,Bestech,Apartment
3460,58000000,4,16763,Ready to move,4 BHK Apartment in Experion Windchants,Sector 112,The Assetree,Not approved by RERA,, Experion W,Experion,Apartment
2579,28000000,3,10856,Ready to move,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,The Assetree,Not approved by RERA,, Adani M2K Oyster Grande,Adani,Apartment
1300,19900000,3,15307,Ready to move,3 BHK Independent Floor in Anant Raj Estate Plots,Sector 63,Rising Realtors,Not approved by RERA,, Anant Raj Estate Plots,Anant,Floor
1305,21500000,3,16475,Under Construction,3 BHK Apartment in Signature Global City 63A,Sector 63A,Rising Realtors,Approved by RERA,, Signature Global City 63A,Signature,Apartment
1590,19000000,2,11949,Ready to move,2 BHK Apartment in Ireo The Corridors,Sector 67,Thirty Three Estates Developers,Not approved by RERA,, Ireo The Corridors,Ireo,Apartment
1313,26500000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,home,Not approved by RERA,, Godrej Air,Godrej,Apartment
1951,39400000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Property In Gurgaon,Not approved by RERA,, Godrej Air,Godrej,Apartment
1950,39300000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not approved by RERA,, Godrej Air,Godrej,Apartment
1582,31900000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1841,37100000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1292,26000000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
2129,43000000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1829,36900000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
2599,52400000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1507,30400000,3,20212,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
990,19900000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1390,28000000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1263,25500000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,, Godrej Air,Godrej,Apartment
1171,18400000,2,15798,Under Construction,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1138,17900000,2,15817,Under Construction,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1528,24200000,3,15838,Under Construction,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1642,24900000,3,15225,Under Construction,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1213,19000000,2,15664,Under Construction,2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1518,23900000,3,15810,Under Construction,3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,, M3M Antalya Hills ,M3M,Apartment
1464,44100000,4,30127,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,Akhilesh Sharma,Approved by RERA,, Godrej Zenith,Godrej,Apartment
1890,19000000,3,10052,Ready to move,3 BHK Apartment in Solutrean Caladium,Sector 109,home,Not approved by RERA,, Solutrean Caladium,Solutrean,Apartment
1855,28500000,3,15363,Ready to move,3 BHK Apartment in Godrej Meridien,Sector 106,Property In Gurgaon,Not approved by RERA,, Godrej Meridien,Godrej,Apartment
2520,33000000,3,13095,Ready to move,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,properties for sale in Gurgaon,Not approved by RERA,, Tata Gurgaon Gateway,Tata,Apartment
1650,19000000,3,11515,Ready to move,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Rising Realtors,Not approved by RERA,, Emaar Gurgaon Greens,Emaar,Apartment
1443,13700000,3,9494,Under Construction,3 BHK Apartment in Smart Smart World Gems,Sector 89,Khatri properties solution,Approved by RERA,, Smart Smart World Gems,Smart,Apartment
1811,19000000,3,10491,Ready to move,3 BHK Apartment in BPTP Terra,Sector 37D,Rising Realtors,Not approved by RERA,, BPTP Terra,BPTP,Apartment
2095,26500000,3,12649,Ready to move,3 BHK Apartment in ATS Kocoon,Sector 109,Khatri properties solution,Not approved by RERA,, ATS Kocoon,ATS,Apartment
1366,11000000,2,8052,Ready to move,2 BHK Apartment in M3M Woodshire,Sector 107,Get Home Fix,Not approved by RERA,, M3M Woodshire,M3M,Apartment
1692,21000000,3,12411,Ready to move,3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Get Home Fix,Not approved by RERA,, Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
1690,19600000,3,11597,Under Construction,3 BHK Independent Floor in Whiteland Blissville,Sector 76,Get Home Fix,Approved by RERA,, Whiteland Blissville,Whiteland,Floor
3060,27000000,4,8823,Ready to move,4 BHK Apartment in Solutrean Caladium,Sector 109,Get Home Fix,Not approved by RERA,, Solutrean Caladium,Solutrean,Apartment
750,4800000,2,6400,Ready to move,2 BHK Apartment in Signature Global Solera 2,Sector 107,Get Home Fix,Not approved by RERA,, Signature Global Solera 2,Signature,Apartment
1828,29200000,3,16001,Ready to move,3 BHK Apartment in M3M Heights,Sector 65,Arihant dream homes,Not approved by RERA,, M3M Heights,M3M,Apartment
2100,39000000,3,18571,Under Construction,3 BHK Apartment,Sector 113,Get Home Fix,Not approved by RERA,,Outside Socity,Outside,Plot
2700,39000000,4,14444,Under Construction,4 BHK Apartment,Sector 89A,Get Home Fix,Not approved by RERA,,Outside Socity,Outside,Plot
1400,18000000,2,12857,Under Construction,2 BHK Apartment in Godrej Air,Sector 85,Arihant dream homes,Approved by RERA,, Godrej Air,Godrej,Apartment
4500,47500000,4,10555,Ready to move,4 BHK Independent Floor,Sector 56,True blue Advisers,Not approved by RERA,,Outside Socity,Outside,Plot
3200,34000000,4,10625,Ready to move,4 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Thirty Three Estates Developers,Not approved by RERA,, Adani M2K Oyster Grande,Adani,Apartment
1350,13500000,3,10000,Ready to move,3 BHK Apartment in Shree Vardhman Shree Vardhman Victoria,Sector 70,United Prop Solutions,Not approved by RERA,, Shree Vardhman Shree Vardhman Victoria,Shree,Apartment
1200,7000000,3,5833,Ready to move,3 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,United Prop Solutions,Not approved by RERA,, Pivotal Riddhi Siddhi,Pivotal,Apartment
590,5200000,2,8813,Ready to move,2 BHK Apartment in Pivotal Riddhi Siddhi,Sector 99,home,Not approved by RERA,, Pivotal Riddhi Siddhi,Pivotal,Apartment
2215,29000000,3,13092,Ready to move,3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Property In Gurgaon,Not approved by RERA,, Tata Gurgaon Gateway,Tata,Apartment
2000,20500000,3,10250,Ready to move,3 BHK Apartment in SS The Coralwood,Sector 84,properties for sale in Gurgaon,Not approved by RERA,, SS The Coralwood,SS,Apartment
1650,20000000,3,12121,Ready to move,3 BHK Apartment in Pareena Enorme,Sector 99A,shree associate,Not approved by RERA,, Pareena Enorme,Pareena,Apartment
1250,17500000,2,14000,Under Construction,2 BHK Apartment,Sector 89,Get Home Fix,Not approved by RERA,,Outside Socity,Outside,Plot
1310,16200000,2,12366,Ready to move,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,shree associate,Not approved by RERA,, Godrej Nature Plus,Godrej,Apartment
1800,22000000,3,12222,Ready to move,3 BHK Independent Floor in 4S 4S,Sector 49,shree associate,Not approved by RERA,, 4S 4S,4S,Floor
1800,22000000,3,12222,Ready to move,3 BHK Independent Floor in Dhara Malibu Town Floors,Sector 47,Thirty Three Estates Developers,Not approved by RERA,, Dhara Malibu Town Floors,Dhara,Floor
1822,14900000,3,8177,Ready to move,3 BHK Apartment in Umang Winter Hills,Sector 77,Thirty Three Estates Developers,Not approved by RERA,, Umang W,Umang,Apartment
1689,19500000,3,11545,Ready to move,3 BHK Apartment in Adani M2K Oyster Grande,Sector 102,Thirty Three Estates Developers,Not approved by RERA,, Adani M2K Oyster Grande,Adani,Apartment
2450,30000000,4,12244,Ready to move,4 BHK Apartment in Puri Emerald Bay,Sector 104,Thirty Three Estates Developers,Not approved by RERA,, Puri Emerald Bay,Puri,Apartment
1895,18000000,3,9498,Ready to move,3 BHK Apartment in Microtek Greenburg,Sector 86,Sansiddhi Homes,Not approved by RERA,, Microtek Greenburg,Microtek,Apartment
2408,20000000,3,8305,Ready to move,3 BHK Apartment in SS The Leaf,Sector 85,Gupta Realtors,Not approved by RERA,, SS The Leaf,SS,Apartment
1103,10500000,2,9519,Ready to move,2 BHK Independent Floor in Smart Smart World Gems,Sector 89,Gupta Realtors,Not approved by RERA,, Smart Smart World Gems,Smart,Floor
3044,38000000,4,12483,Ready to move,4 BHK Apartment in BPTP Park Prime,Sector 66,Sagar,Not approved by RERA,, BPTP Park Prime,BPTP,Apartment
2745,55500000,4,20218,Under Construction,4 BHK Apartment,Sector 62,Sagar,Not approved by RERA,,Outside Socity,Outside,Plot
3700,66000000,4,17837,Under Construction,4 BHK Apartment in Anant Raj The Estate Floors,Sector 63,Vandana Homes,Approved by RERA,, Anant Raj The Estate Floors,Anant,Apartment
2045,37000000,3,18092,Ready to move,3 BHK Apartment in M3M Merlin,Sector 67,Homes solution,Not approved by RERA,, M3M Merl,M3M,Apartment
3160,100000000,4,31645,Ready to move,4 BHK Apartment in ABW La Lagune,Sector 54,ANGEL BRICKS,Not approved by RERA,, ABW La Lagune,ABW,Apartment
2045,33000000,3,16136,Ready to move,3 BHK Apartment in Ireo Skyon,Sector 60,ANGEL BRICKS,Not approved by RERA,, Ireo Skyon,Ireo,Apartment
2065,33000000,3,15980,Ready to move,3 BHK Apartment in Emaar Palm Drive,Sector 66,home,Not approved by RERA,, Emaar Palm Drive,Emaar,Apartment
2677,43000000,3,16062,Ready to move,3 BHK Apartment in Ireo Victory Valley,Sector 67,Property In Gurgaon,Not approved by RERA,, Ireo Victory Valley,Ireo,Apartment
2660,22500000,3,8458,Ready to move,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,properties for sale in Gurgaon,Not approved by RERA,, Bestech Park View Grand Spa,Bestech,Apartment
1825,17000000,3,9315,Ready to move,3 BHK Apartment in Godrej Icon,Sector 88A,ANGEL BRICKS,Not approved by RERA,, Godrej Icon,Godrej,Apartment
3185,31000000,4,9733,Ready to move,4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Keshri Real Tech,Not approved by RERA,, Bestech Park View Grand Spa,Bestech,Apartment
1572,14500000,3,9223,Ready to move,3 BHK Apartment in Godrej 101,Sector 79,Sagar,Not approved by RERA,, Godrej 101,Godrej,Apartment
1741,15000000,2,8615,Ready to move,2 BHK Apartment in SS The Leaf,Sector 85,Sagar,Not approved by RERA,, SS The Leaf,SS,Apartment
2000,35000000,3,17500,Ready to move,3 BHK Apartment in Pioneer Park PH 1,Sector 61,Sagar,Not approved by RERA,, Pioneer Park PH 1,Pioneer,Apartment
3470,32500000,3,9368,Ready to move,3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Sagar,Not approved by RERA,, Bestech Park View Grand Spa,Bestech,Apartment
1760,18000000,3,10227,Ready to move,3 BHK Apartment in Paras Dews,Sector 106,Sagar,Not approved by RERA,, Paras Dews,Paras,Apartment
2018,30000000,3,14866,Ready to move,3 BHK Apartment in M3M Skycity,Sector 65,ANGEL BRICKS,Not approved by RERA,, M3M Skycity,M3M,Apartment
2700,42500000,3,15740,Ready to move,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Sagar,Not approved by RERA,, Adani Brahma Samsara Vilasa,Adani,Apartment
4670,135000000,4,28907,Ready to move,4 BHK Apartment in Pioneer Araya,Sector 62,Sagar,Not approved by RERA,, Pioneer Araya,Pioneer,Apartment
1800,26000000,3,14444,Ready to move,3 BHK Independent Floor in Anant Raj The Estate Floors,Sector 63,ANGEL BRICKS,Not approved by RERA,, Anant Raj The Estate Floors,Anant,Floor
1836,18500000,3,10076,Ready to move,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,ANGEL BRICKS,Not approved by RERA,, Reputed Builder Sushant Lok 3,Reputed,Floor
3416,66000000,4,19320,Under Construction,4 BHK Apartment in Godrej Aristocrat,Sector 49,Sam Realtors,Approved by RERA,, Godrej Aristocrat,Godrej,Apartment
450,3000000,1,6666,Ready to move,1 BHK Apartment in GLS Avenue 51,Sector 92,ANGEL BRICKS,Not approved by RERA,, GLS Avenue 51,GLS,Apartment
4500,45000000,4,10000,Under Construction,4 BHK Independent Floor in Uppal Southend,Sector 49,Sam Realtors,Approved by RERA,, Uppal Southend,Uppal,Floor
3969,46100000,4,11615,Ready to move,4 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,GK Realtors,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Floor
3240,41000000,4,12654,Ready to move,4 BHK Independent Floor in Unitech South City II,Sector 49,Yoga reality,Not approved by RERA,, Unitech South City II,Unitech,Floor
1593,20700000,3,13000,Ready to move,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,home,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
1593,20700000,3,13000,Ready to move,3 BHK Apartment in Unitown Trehan Luxury Floor 63,Sector 63,Property In Gurgaon,Not approved by RERA,, Unitown Trehan Luxury Floor 63,Unitown,Apartment
2800,23000000,4,8214,Ready to move,4 BHK Independent Floor in Ansal Esencia,Sector 67,properties for sale in Gurgaon,Not approved by RERA,, Ansal Esencia,Ansal,Floor
2500,18500000,3,7400,Ready to move,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,ETHOS PRO REALTORS,Not approved by RERA,, Reputed Builder Sushant Lok 3,Reputed,Floor
2403,36000000,3,14981,Under Construction,3 BHK Independent Floor in Emaar Marbella,Sector 66,ETHOS PRO REALTORS,Approved by RERA,, Emaar Marbella,Emaar,Floor
2800,21000000,4,7500,Ready to move,4 BHK Independent Floor in Ansal Esencia,Sector 67,Urbankasa,Not approved by RERA,, Ansal Esencia,Ansal,Floor
2800,25000000,4,8928,Ready to move,4 BHK Independent Floor in Ansal Sushant Lok 1,Sector 43,Urbankasa,Not approved by RERA,, Ansal Sushant Lok 1,Ansal,Floor
2400,21000000,3,8750,Ready to move,3 BHK Independent Floor in Unitech South City II,Sector 49,Nayra Realtors,Not approved by RERA,, Unitech South City II,Unitech,Floor
3500,24000000,4,6857,Ready to move,4 BHK Independent Floor,Sector 47,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
1800,20000000,3,11111,Ready to move,3 BHK Independent Floor,Sector 41,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
3150,75100000,4,23841,Ready to move,4 BHK Apartment in Suncity Platinum Towers,Sector 28,Urbankasa,Not approved by RERA,, Suncity Plat,Suncity,Apartment
1665,18000000,3,10810,Ready to move,3 BHK Apartment in Emaar Gurgaon Greens,Sector 102,Urbankasa,Not approved by RERA,, Emaar Gurgaon Greens,Emaar,Apartment
3800,19500000,3,5131,Ready to move,3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Bargainer Propmart,Not approved by RERA,, Central Park Flower Valley,Central,Apartment
1190,11000000,2,9243,Under Construction,2 BHK Apartment in Signature Global City 92 2,Sector 92,Ayuni Direct Realty,Approved by RERA,, Signature Global City 92 2,Signature,Apartment
1366,9900000,2,7247,Ready to move,2 BHK Apartment in M3M Woodshire,Sector 107,Bhoomi Realtors,Not approved by RERA,, M3M Woodshire,M3M,Apartment
900,6000000,3,6666,Ready to move,3 BHK Apartment in GLS Avenue 51,Sector 92,Urbankasa,Not approved by RERA,, GLS Avenue 51,GLS,Apartment
1550,19500000,2,12580,Ready to move,2 BHK Apartment in Puri Emerald Bay,Sector 104,Bhoomi Realtors,Not approved by RERA,, Puri Emerald Bay,Puri,Apartment
1283,13000000,2,10132,Ready to move,2 BHK Apartment in Experion The Heartsong,Sector 108,Bhoomi Realtors,Not approved by RERA,, Experion The Heartsong,Experion,Apartment
2875,26000000,4,9043,Ready to move,4 BHK Apartment in Indiabulls Centrum Park,Sector 103,Yoga reality,Not approved by RERA,, Indiabulls Centrum Park,Indiabulls,Apartment
2595,20000000,4,7707,Ready to move,4 BHK Apartment in The Antriksh Heights,Sector 84,Bhoomi Realtors,Not approved by RERA,, The Antriksh Heights,The,Apartment
1450,15500000,3,10689,Ready to move,3 BHK Apartment in Mapsko Mount Ville,Sector 79,home,Not approved by RERA,, Mapsko Mount Ville,Mapsko,Apartment
4500,39500000,4,8777,Ready to move,4 BHK Independent Floor in Kuhad Luxuary Builder Floor Sector 56 Kuhad,Sector 56,Property In Gurgaon,Not approved by RERA,, Kuhad Luxuary Builder Floor Sector 56 Kuhad,Kuhad,Floor
1508,33000000,2,21883,Ready to move,2 BHK Apartment in Emaar Digi Homes,Sector 62,properties for sale in Gurgaon,Not approved by RERA,, Emaar Digi Homes,Emaar,Apartment
1772,16500000,2,9311,Ready to move,2 BHK Apartment in SS The Leaf,Sector 85,Sagar,Not approved by RERA,, SS The Leaf,SS,Apartment
1914,23000000,3,12016,Ready to move,3 BHK Apartment in M3M Marina,Sector 68,Homes solution,Not approved by RERA,, M3M Mar,M3M,Apartment
2950,43500000,4,14745,Ready to move,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Homes solution,Not approved by RERA,, Puri Diplomatic Residences,Puri,Apartment
2700,21000000,3,7777,Under Construction,3 BHK Independent Floor,Kadarpur,Homes solution,Not approved by RERA,,Outside Socity,Outside,Plot
4725,135000000,5,28571,Ready to move,5 BHK Villa in Eros Rosewood City,Sector 49,ANGEL BRICKS,Not approved by RERA,, Eros Rosewood City,Eros,Villa
1395,21500000,3,15412,Ready to move,3 BHK Apartment in Emaar Emerald Estate,Sector 65,ANGEL BRICKS,Not approved by RERA,, Emaar Emerald Estate,Emaar,Apartment
2800,43000000,4,15357,Under Construction,4 BHK Apartment in Ganga Nandaka,Sector 84,Homes solution,Approved by RERA,, Ganga Nandaka,Ganga,Apartment
2285,31000000,3,13566,Ready to move,3 BHK Apartment in Microtek Greenburg,Sector 86,Homes solution,Not approved by RERA,, Microtek Greenburg,Microtek,Apartment
1889,22000000,3,11646,Ready to move,3 BHK Apartment in Adani Oyster Grande Tower H,Sector 102,ANGEL BRICKS,Not approved by RERA,, Adani Oyster Grande Tower H,Adani,Apartment
2512,29500000,3,11743,Ready to move,3 BHK Independent Floor in BPTP Astaire Garden Floors,Sector 70A,ANGEL BRICKS,Not approved by RERA,, BPTP Astaire Garden Floors,BPTP,Floor
4337,85000000,4,19598,Ready to move,4 BHK Apartment in Pioneer Park Presidia,Sector 62,ANGEL BRICKS,Not approved by RERA,, Pioneer Park Presidia,Pioneer,Apartment
3100,53700000,4,17322,Under Construction,4 BHK Apartment in Elan The Presidential,Sector 106,ANGEL BRICKS,Approved by RERA,, Elan The Presidential,Elan,Apartment
2812,28000000,4,9957,Ready to move,4 BHK Apartment in SS The Leaf,Sector 85,ANGEL BRICKS,Not approved by RERA,, SS The Leaf,SS,Apartment
1545,25000000,2,16181,Ready to move,2 BHK Apartment in Ireo Skyon,Sector 60,ANGEL BRICKS,Not approved by RERA,, Ireo Skyon,Ireo,Apartment
2297,37500000,4,16325,Ready to move,4 BHK Apartment in Dhoot Time Residency,Sector 63,ANGEL BRICKS,Not approved by RERA,, Dhoot Time Residency,Dhoot,Apartment
2812,52500000,4,18669,Ready to move,4 BHK Apartment in Ireo Skyon,Sector 60,Homes solution,Not approved by RERA,, Ireo Skyon,Ireo,Apartment
2313,47000000,4,20319,Ready to move,4 BHK Independent Floor in Unitech South City II,Sector 49,Homes solution,Not approved by RERA,, Unitech South City II,Unitech,Floor
2600,25100000,4,9684,Ready to move,4 BHK Independent Floor,Sector 47,home,Not approved by RERA,,Outside Socity,Outside,Plot
2600,21500000,4,8291,Ready to move,4 BHK Independent Floor,Sector 49,Property In Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
2800,23000000,4,8214,Ready to move,4 BHK Independent Floor in Ansal Esencia,Sector 67,properties for sale in Gurgaon,Not approved by RERA,, Ansal Esencia,Ansal,Floor
2500,18500000,3,7400,Ready to move,3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,Bricksblenders,Not approved by RERA,, Reputed Builder Sushant Lok 3,Reputed,Floor
2150,56000000,3,26046,Under Construction,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Bricksblenders,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
2050,36000000,3,17560,Ready to move,3 BHK Apartment,Sector 65,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
2727,25000000,4,9167,Ready to move,4 BHK Apartment in DLF New Town Heights 1,Sector 90,Urbankasa,Not approved by RERA,, DLF New Town Heights 1,DLF,Apartment
2430,36800000,4,15144,Ready to move,4 BHK Independent Floor in DLF Independent Floors At Dlf City Phase I II And III,DLF Phase 3,Ayuni Direct Realty,Not approved by RERA,, DLF Independent Floors At Dlf City Phase I II And III,DLF,Floor
1600,16000000,3,10000,Ready to move,3 BHK Independent Floor in Unitech South City II,Sector 49,Homes solution,Not approved by RERA,, Unitech South City II,Unitech,Floor
1850,49000000,3,26486,Under Construction,3 BHK Independent Floor in Adani Brahma Samsara Vilasa,Sector 63,PAARTH REALTY,Approved by RERA,, Adani Brahma Samsara Vilasa,Adani,Floor
3050,45700000,3,15000,Ready to move,3 BHK Apartment in Ganga Nandaka,Sector 84,Ayuni Direct Realty,Not approved by RERA,, Ganga Nandaka,Ganga,Apartment
2403,36000000,3,14981,Under Construction,3 BHK Independent Floor in Emaar Marbella,Sector 66,Homes solution,Approved by RERA,, Emaar Marbella,Emaar,Floor
2800,21000000,4,7500,Ready to move,4 BHK Independent Floor in Ansal Esencia,Sector 67,Ayuni Direct Realty,Not approved by RERA,, Ansal Esencia,Ansal,Floor
2800,25000000,4,8928,Ready to move,4 BHK Independent Floor in Ansal Sushant Lok 1,Sector 43,Corporate Landbase,Not approved by RERA,, Ansal Sushant Lok 1,Ansal,Floor
2400,21000000,3,8750,Ready to move,3 BHK Independent Floor in Unitech South City II,Sector 49,Nayra Realtors,Not approved by RERA,, Unitech South City II,Unitech,Floor
3500,24000000,4,6857,Ready to move,4 BHK Independent Floor,Sector 47,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
1750,28000000,3,16000,Ready to move,3 BHK Independent Floor,Sector 65,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
2010,23800000,3,11840,Ready to move,3 BHK Independent Floor,Sushant Lok,Urbankasa,Not approved by RERA,,Outside Socity,Outside,Plot
