Area,Price,BHK_Count,Rate per sqft,Status,Property Type,Locality,Builder Name,RERA Approval,,Socity,Company Name,Flat Type
2072,57700000,3,27855,Ready to move,3 BHK Apartment in Sobha City Vista Residences,Sector 108,properties for sale in Gurgaon,Not approved by RERA,, Sobha City Vista Residences,Sobha,Apartment
6828,126700000,5,18558,Under Construction,5 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
2445,39100000,3,16002,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2937,54500000,3,18559,Under Construction,3 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
2360,37700000,3,16001,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2282,36500000,3,16005,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
5223,96900000,4,18558,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
2271,36300000,3,16004,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2376,38000000,3,16006,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
5082,94300000,4,18559,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
4054,75200000,4,18558,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
7452,138300000,5,18558,Under Construction,5 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
4038,74900000,4,18558,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
3243,60100000,4,18558,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
6096,113100000,5,18559,Under Construction,5 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
2766,51300000,3,18558,Under Construction,3 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
3695,68500000,4,18558,Under Construction,4 BHK Apartment in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,Apartment
12613,234000000,4,18559,Under Construction,4 BHK Independent House in Whiteland The Aspen,Sector 76,MODCO REAL ESTATE PRIVATE LIMITED,Approved by RERA,, Whiteland The Aspen,Whiteland,House
2717,44800000,4,16500,Under Construction,4 BHK Apartment in Elan The Presidential,Sector 106,home,Approved by RERA,, Elan The Presidential,Elan,Apartment
2107,34700000,3,16500,Under Construction,3 BHK Apartment in Elan The Presidential,Sector 106,Property In Gurgaon,Approved by RERA,, Elan The Presidential,Elan,Apartment
3100,51100000,4,16500,Under Construction,4 BHK Apartment in Elan The Presidential,Sector 106,properties for sale in Gurgaon,Approved by RERA,, Elan The Presidential,Elan,Apartment
3802,62700000,5,16500,Under Construction,5 BHK Apartment in Elan The Presidential,Sector 106,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Elan The Presidential,Elan,Apartment
2283,37600000,5,16500,Under Construction,5 BHK Apartment in Elan The Presidential,Sector 106,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Elan The Presidential,Elan,Apartment
2600,42900000,3,16500,Under Construction,3 BHK Apartment in Elan The Presidential,Sector 106,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Elan The Presidential,Elan,Apartment
2445,39100000,3,16002,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2360,37700000,3,16001,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2282,36500000,3,16005,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
2271,36300000,3,16004,Under Construction,3 BHK Apartment in Pyramid Alban,Sector 71,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Pyramid Alban,Pyramid,Apartment
1967,39300000,3,20000,Under Construction,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Krisumi Waterfall Residences,Krisumi,Apartment
1976,39500000,3,20000,Under Construction,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Khushi Housing Solutions Pvt Ltd,Approved by RERA,, Krisumi Waterfall Residences,Krisumi,Apartment
1750,8000000,3,4571,Ready to move,3 BHK Independent Floor,Palam Vihar Pocket C1,Khushi Housing Solutions Pvt Ltd,Not approved by RERA,,Outside Socity,Outside,Plot
2105,11000000,3,5225,Ready to move,3 BHK Independent Floor,Palam Vihar Pocket H,Khushi Housing Solutions Pvt Ltd,Not approved by RERA,,Outside Socity,Outside,Plot
1550,6000000,2,3870,Ready to move,2 BHK Independent Floor,Palam Vihar Pocket C1,Khushi Housing Solutions Pvt Ltd,Not approved by RERA,,Outside Socity,Outside,Plot
1780,10500000,3,5898,Ready to move,3 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
1920,10000000,3,5208,Ready to move,3 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
1565,9500000,2,6070,Ready to move,2 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
2272,15500000,3,6822,Ready to move,3 BHK Independent Floor,Palam Vihar Block B,Gurgaon properties,Not approved by RERA,,Outside Socity,Outside,Plot
1967,39300000,3,20000,Under Construction,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Gurgaon properties,Approved by RERA,, Krisumi Waterfall Residences,Krisumi,Apartment
2528,50500000,3,20000,Under Construction,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,home,Approved by RERA,, Krisumi Waterfall Residences,Krisumi,Apartment
2538,50700000,3,20000,Under Construction,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Property In Gurgaon,Approved by RERA,, Krisumi Waterfall Residences,Krisumi,Apartment
1750,8000000,3,4571,Ready to move,3 BHK Independent Floor,Palam Vihar Pocket C1,properties for sale in Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
2105,11000000,3,5225,Ready to move,3 BHK Independent Floor,Palam Vihar Pocket H,Mark Real Esstate,Not approved by RERA,,Outside Socity,Outside,Plot
1550,6000000,2,3870,Ready to move,2 BHK Independent Floor,Palam Vihar Pocket C1,Mark Real Esstate,Not approved by RERA,,Outside Socity,Outside,Plot
1780,10500000,3,5898,Ready to move,3 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
1920,10000000,3,5208,Ready to move,3 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
1565,9500000,2,6070,Ready to move,2 BHK Apartment in Bestech Park View Residency,Sector 3,Gurgaon properties,Not approved by RERA,, Bestech Park View Residency,Bestech,Apartment
2272,15500000,3,6822,Ready to move,3 BHK Independent Floor,Palam Vihar Block B,Gurgaon properties,Not approved by RERA,,Outside Socity,Outside,Plot
1464,44100000,4,30127,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,Gurgaon properties,Approved by RERA,, Godrej Zenith,Godrej,Apartment
1726,52000000,4,30144,Under Construction,4 BHK Apartment in Godrej Zenith,Sector 89,Gurgaon properties,Approved by RERA,, Godrej Zenith,Godrej,Apartment
1383,31000000,3,22431,Under Construction,3 BHK Apartment in Godrej Zenith,Sector 89,Gurgaon properties,Approved by RERA,, Godrej Zenith,Godrej,Apartment
3850,54600000,4,14200,Under Construction,4 BHK Apartment in Ganga Nandaka,Sector 84,Reached Home,Approved by RERA,, Ganga Nandaka,Ganga,Apartment
3051,43300000,3,14200,Under Construction,3 BHK Apartment in Ganga Nandaka,Sector 84,Reached Home,Approved by RERA,, Ganga Nandaka,Ganga,Apartment
594,1848000,0,3111,Resale,Residential Plot in NKV Vaishnav Residency,Sector 66,Reached Home,Not approved by RERA,, NKV Vaishnav Residency,NKV,Plot
7250,121100000,3,16703,Resale,Residential Plot in Experion Westerlies Phase 3,Sector 108,Reached Home,Not approved by RERA,, Experion Westerlies Phase 3,Experion,Plot
1233,18500000,0,15004,Resale,Residential Plot in BPTP Green Oaks,Sector 70A,Reached Home,Not approved by RERA,, BPTP Green Oaks,BPTP,Plot
1233,123000,0,100,Resale,Residential Plot in SR S R Green City,Sohnaa,Ansh Kuntal,Not approved by RERA,, SR S R Green City,SR,Plot
900,2700000,0,3000,New,Residential Plot,Sector 34 Sohna,Sharma Prop,Not approved by RERA,,Outside Socity,Outside,Plot
1800,5400000,0,3000,New,Residential Plot,Sector 36 Sohna,vikrant kumar,Not approved by RERA,,Outside Socity,Outside,Plot
900,2500000,0,2777,New,Residential Plot,Sector 36 Sohna,home,Not approved by RERA,,Outside Socity,Outside,Plot
1800,5000000,0,2777,New,Residential Plot,Sector 36 Sohna,Property In Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
4500,12500000,0,2777,New,Residential Plot,Sector 36 Sohna,properties for sale in Gurgaon,Not approved by RERA,,Outside Socity,Outside,Plot
900,2700000,0,3000,New,Residential Plot,Sector 34 Sohna,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
1800,5400000,0,3000,New,Residential Plot,Sector 36 Sohna,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
2700,8100000,0,3000,New,Residential Plot,Sector 36 Sohna,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
4500,13500000,0,3000,New,Residential Plot,Sector 36 Sohna,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
450,1250000,0,2777,Resale,Residential Plot,Maruti Kunj Road,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
900,170000,0,188,New,Residential Plot,Sector-59 Gurgaon,NKV Group,Not approved by RERA,,Outside Socity,Outside,Plot
1400,7000000,3,5000,Ready to move,3 BHK Independent Floor in A3S Homes 1,Sector 2 Gurgaon,NKV Group,Not approved by RERA,, A3S Homes 1,A3S,Floor
1390,26700000,2,19208,Ready to move,2 BHK Apartment in M3M Heights,Sector 65,Puneet,Not approved by RERA,, M3M Heights,M3M,Apartment
2250,22500000,4,10000,Ready to move,4 BHK Apartment in Bestech Park View Altura,Sector 79,Puneet,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
2150,21500000,3,10000,Ready to move,3 BHK Apartment in Bestech Park View Altura,Sector 79,A3S HOMES,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
2050,20500000,3,10000,Ready to move,3 BHK Apartment in Bestech Park View Altura,Sector 79,Aarti Sharma,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
2015,20100000,3,10000,Ready to move,3 BHK Apartment in Bestech Park View Altura,Sector 79,Sairabh Ventures Pvt LTD,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
2675,26700000,4,10000,Ready to move,4 BHK Apartment in Bestech Park View Altura,Sector 79,Sairabh Ventures Pvt LTD,Not approved by RERA,, Bestech Park View Altura,Bestech,Apartment
1408,11000000,0,7812,New,Residential Plot in JMS The Pearl,Sector 95,Sairabh Ventures Pvt LTD,Not approved by RERA,, JMS The Pearl,JMS,Plot
1557,16500000,4,10597,Ready to move,4 BHK Independent House,Palam Vihar Pocket H,Sairabh Ventures Pvt LTD,Not approved by RERA,,Outside Socity,Outside,Plot
2343,52500000,4,22407,Ready to move,4 BHK Apartment in DLF Trinity Towers,Sector 53,Sairabh Ventures Pvt LTD,Not approved by RERA,, DLF Tr,DLF,Apartment
1776,17500000,3,9853,Ready to move,3 BHK Apartment in Bestech Park View City 2,Sector 49,MS REALTORS,Not approved by RERA,, Bestech Park View City 2,Bestech,Apartment
2343,34000000,4,14511,Ready to move,4 BHK Apartment in DLF Trinity Towers,Sector 53,home,Not approved by RERA,, DLF Tr,DLF,Apartment
1997,21500000,3,10766,Ready to move,3 BHK Apartment in Unitech The Close North,Sector 50,Property In Gurgaon,Not approved by RERA,, Unitech The Close North,Unitech,Apartment
635,1600000,1,2519,Ready to move,1 BHK Apartment in Signature Global Grand IVA,Sector 103,properties for sale in Gurgaon,Not approved by RERA,, Signature Global Grand IVA,Signature,Apartment
1571,18000000,3,11457,Under Construction,3 BHK Apartment in M3M Antalya Hills,Sector 79,Raman Singh,Approved by RERA,, M3M Antalya Hills,M3M,Apartment
1711,35000000,3,20455,Ready to move,3 BHK Apartment in Sobha City,Sector 108,Raman Singh,Not approved by RERA,, Sobha City,Sobha,Apartment
1381,27500000,2,19913,Ready to move,2 BHK Apartment in Sobha City,Sector 108,Mahira,Not approved by RERA,, Sobha City,Sobha,Apartment
2072,40000000,3,19305,Ready to move,3 BHK Apartment in Sobha City,Sector 108,Deepak property,Not approved by RERA,, Sobha City,Sobha,Apartment
1850,18800000,3,10199,Under Construction,3 BHK Apartment in SS Cendana Residence,Sector 83,Propsalt landbase,Approved by RERA,, SS Cendana Residence,SS,Apartment
1450,14700000,3,10199,Under Construction,3 BHK Apartment in SS Cendana Residence,Sector 83,Propsalt landbase,Approved by RERA,, SS Cendana Residence,SS,Apartment
1405,25200000,3,18000,Under Construction,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Propsalt landbase,Approved by RERA,, Puri Diplomatic Residences,Puri,Apartment
1981,35600000,4,18001,Under Construction,4 BHK Apartment in Puri Diplomatic Residences,Sector 111,Propsalt landbase,Approved by RERA,, Puri Diplomatic Residences,Puri,Apartment
1324,23800000,3,18008,Under Construction,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,Propsalt landbase,Approved by RERA,, Puri Diplomatic Residences,Puri,Apartment
1795,45000000,3,25069,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,Propsalt landbase,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2248,46100000,4,20508,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,Propsalt landbase,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1555,32100000,3,20644,Under Construction,3 BHK Apartment in M3M M3M Crown,Sector 111,Propsalt landbase,Approved by RERA,, M3M M3M Crown,M3M,Apartment
2510,48000000,4,19124,Under Construction,4 BHK Apartment in M3M M3M Crown,Sector 111,Propsalt landbase,Approved by RERA,, M3M M3M Crown,M3M,Apartment
1046,21100000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1370,27600000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1044,21000000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1376,27700000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1313,26500000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,home,Not approved by RERA,, Godrej Air,Godrej,Apartment
1951,39400000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Property In Gurgaon,Not approved by RERA,, Godrej Air,Godrej,Apartment
1950,39300000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not approved by RERA,, Godrej Air,Godrej,Apartment
1582,31900000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1841,37100000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1292,26000000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
2129,43000000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1829,36900000,3,20200,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
2599,52400000,4,20200,Ready to move,4 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1507,30400000,3,20212,Ready to move,3 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
990,19900000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1390,28000000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1263,25500000,2,20200,Ready to move,2 BHK Apartment in Godrej Air,Sector 85,Propsalt landbase,Not approved by RERA,, Godrej Air,Godrej,Apartment
1518,18200000,3,12046,Under Construction,3 BHK Apartment in M3M M3M Antalya Hills,Sector 79,Propsalt landbase,Approved by RERA,, M3M M3M Antalya Hills,M3M,Apartment
1998,22500000,3,11261,Ready to move,3 BHK Apartment in Ansal Sushant Lok 2,Sector 55,Propsalt landbase,Not approved by RERA,, Ansal Sushant Lok 2,Ansal,Apartment
1300,286000000,2,"2,20,000 ",Under Construction,2 BHK Apartment in M3M Capital,Sector 113,Propsalt landbase,Approved by RERA,, M3M Capital,M3M,Apartment
1330,292600000,2,"2,20,000 ",Under Construction,2 BHK Apartment in M3M Capital,Sector 113,Propsalt landbase,Approved by RERA,, M3M Capital,M3M,Apartment
2060,453200000,4,"2,20,000 ",Under Construction,4 BHK Apartment in M3M Capital,Sector 113,Kajal Mehta,Approved by RERA,, M3M Capital,M3M,Apartment
1665,366300000,3,"2,20,000 ",Under Construction,3 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
2298,505500000,4,"2,20,000 ",Under Construction,4 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
2100,462000000,4,"2,20,000 ",Under Construction,4 BHK Apartment in M3M Capital,Sector 113,home,Approved by RERA,, M3M Capital,M3M,Apartment
2055,452100000,4,"2,20,000 ",Under Construction,4 BHK Apartment in M3M Capital,Sector 113,Property In Gurgaon,Approved by RERA,, M3M Capital,M3M,Apartment
1310,288200000,2,"2,20,000 ",Under Construction,2 BHK Apartment in M3M Capital,Sector 113,properties for sale in Gurgaon,Approved by RERA,, M3M Capital,M3M,Apartment
2249,494700000,4,"2,20,000 ",Under Construction,4 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
1650,363000000,3,"2,20,000 ",Under Construction,3 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
1700,374000000,3,"2,20,000 ",Under Construction,3 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
1695,372900000,3,"2,20,000 ",Under Construction,3 BHK Apartment in M3M Capital,Sector 113,Growmax Wealth Management Services,Approved by RERA,, M3M Capital,M3M,Apartment
2150,49400000,3,23000,Under Construction,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Growmax Wealth Management Services,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
2500,57500000,3,23000,Under Construction,3 BHK Apartment in Silverglades Hightown Residences,Sector 28,Growmax Wealth Management Services,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
3300,75900000,4,23000,Under Construction,4 BHK Apartment in Silverglades Hightown Residences,Sector 28,Growmax Wealth Management Services,Approved by RERA,, Silverglades Hightown Residences,Silverglades,Apartment
3577,64300000,4,18000,Under Construction,4 BHK Apartment in DLF Privana,Sector 77,Asset Daddy,Approved by RERA,, DLF Privana,DLF,Apartment
1664,32600000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
1367,26700000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
1820,35600000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
2089,40900000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
2400,31200000,3,13000,Under Construction,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Asset Daddy,Approved by RERA,, Signature Global Deluxe DXP,Signature,Apartment
2800,36400000,4,13000,Under Construction,4 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Asset Daddy,Approved by RERA,, Signature Global Deluxe DXP,Signature,Apartment
2200,28600000,3,13000,Under Construction,3 BHK Apartment in Signature Global Deluxe DXP,Sector 37D,Asset Daddy,Approved by RERA,, Signature Global Deluxe DXP,Signature,Apartment
1814,35500000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
1484,29000000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Asset Daddy,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
2620,51300000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,home,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
1476,28900000,4,19600,Under Construction,4 BHK Apartment in Adani Samsara Avasa,Sector 63,Property In Gurgaon,Approved by RERA,, Adani Samsara Avasa,Adani,Apartment
1503,19900000,3,13274,Under Construction,3 BHK Apartment in MRG Crown,Sector 106,properties for sale in Gurgaon,Approved by RERA,, MRG Crown,MRG,Apartment
1359,18000000,3,13274,Under Construction,3 BHK Apartment in MRG Crown,Sector 106,Asset Daddy,Approved by RERA,, MRG Crown,MRG,Apartment
1593,21100000,3,13275,Under Construction,3 BHK Apartment in MRG Crown,Sector 106,Asset Daddy,Approved by RERA,, MRG Crown,MRG,Apartment
3850,54600000,4,14200,Under Construction,4 BHK Apartment in Ganga Nandaka,Sector 84,Sagar,Approved by RERA,, Ganga Nandaka,Ganga,Apartment
2781,51400000,3,18500,Ready to move,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Sagar,Not approved by RERA,, Ambience Creacions,Ambience,Apartment
3090,57100000,3,18500,Ready to move,3 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Sagar,Not approved by RERA,, Ambience Creacions,Ambience,Apartment
3976,73500000,4,18500,Ready to move,4 BHK Apartment in Ambience Creacions,Sector 22 Gurgaon,Ayuni Direct Realty,Not approved by RERA,, Ambience Creacions,Ambience,Apartment
2408,26200000,3,10900,Ready to move,3 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
2812,30600000,4,10900,Ready to move,4 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
3950,43000000,4,10900,Ready to move,4 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
1640,17800000,2,10900,Ready to move,2 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
2600,28300000,4,10900,Ready to move,4 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
1741,18900000,2,10900,Ready to move,2 BHK Apartment in SS The Leaf,Sector 85,Ayuni Direct Realty,Not approved by RERA,, SS The Leaf,SS,Apartment
1450,17400000,3,12000,Under Construction,3 BHK Apartment in SS Cendana Residence,Sector 83,Ayuni Direct Realty,Approved by RERA,, SS Cendana Residence,SS,Apartment
2229,95200000,4,42734,Under Construction,4 BHK Apartment in Tulip Monsella,Sector 53,Ayuni Direct Realty,Approved by RERA,, Tulip Monsella,Tulip,Apartment
3684,157400000,4,42735,Under Construction,4 BHK Apartment in Tulip Monsella,Sector 53,Ayuni Direct Realty,Approved by RERA,, Tulip Monsella,Tulip,Apartment
2892,123500000,3,42734,Under Construction,3 BHK Apartment in Tulip Monsella,Sector 53,Ayuni Direct Realty,Approved by RERA,, Tulip Monsella,Tulip,Apartment
2874,122800000,3,42735,Under Construction,3 BHK Apartment in Tulip Monsella,Sector 53,Ayuni Direct Realty,Approved by RERA,, Tulip Monsella,Tulip,Apartment
1638,69900000,3,42734,Under Construction,3 BHK Apartment in Tulip Monsella,Sector 53,home,Approved by RERA,, Tulip Monsella,Tulip,Apartment
1518,16600000,4,11000,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Property In Gurgaon,Approved by RERA,, SS L,SS,Apartment
2637,29000000,4,11000,Under Construction,4 BHK Apartment in SS Linden,Sector 84,properties for sale in Gurgaon,Approved by RERA,, SS L,SS,Apartment
3762,41300000,4,11000,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Ayuni Direct Realty,Approved by RERA,, SS L,SS,Apartment
1558,17100000,4,11000,Under Construction,4 BHK Apartment in SS Linden,Sector 84,Ayuni Direct Realty,Approved by RERA,, SS L,SS,Apartment
2422,45000000,4,18579,Under Construction,4 BHK Apartment in DLF DLF Independent Floors at DLF City Phase I and III,DLF Phase 3,Ayuni Direct Realty,Approved by RERA,, DLF DLF Independent Floors at DLF City Phase I and III,DLF,Apartment
2945,56500000,3,19219,Under Construction,3 BHK Apartment in Smart Smartworld The Edition,Sector 66,Ayuni Direct Realty,Approved by RERA,, Smart Smartworld The Edition,Smart,Apartment
3577,64300000,4,18000,Under Construction,4 BHK Apartment in DLF Privana,Sector 77,Ayuni Direct Realty,Approved by RERA,, DLF Privana,DLF,Apartment
4503,192400000,5,42735,Under Construction,5 BHK Apartment in Tulip Monsella,Sector 53,Ayuni Direct Realty,Approved by RERA,, Tulip Monsella,Tulip,Apartment
